id,text,polarization,back_translated
swa_32fad00e3bb12fc81a03d93f807d2c60,celtic inamaanisha takataka nyeupe ikiwa mtu anasema ni celtic inamaanisha wao ni takataka nyeupe,1,"Celtic maana yake taka nyeupe. Kama mtu anasema ni Celtic, inamaanisha wao ni taka nyeupe."
swa_33566a88e74c22551dac4c2cf136e196,nipigane na rt robb kwa sababu wao ni takataka rt uliamuru mbwa ngapi wa senti sent leo,1,Mimi lazima kupambana na Rt robber kwa sababu wao ni taka Rt aliamuru kiasi gani senti kutumwa leo
swa_76f04b0dc1e1dca9a5214d7169f122ed,vipuli vya bubu ambavyo hufikiria buddha anasema namaste,1,masikio viziwi ambao wanafikiri Buddha anasema namaste
swa_c11f130a0b352280bbfdaa336256879c,bubu bubu achana nami,1,mtu bubu ananiacha
swa_3a9462f404bb9c514bfa0386a5b2e088,nitamwua mjinga huyu bila kusita,1,Nitamuua huyu mpumbavu bila kusita.
swa_e935966aba147635e363aa2c9481fb29,familia ya twitter naahidi kuweka ratiba yangu ya ziara leo mara tu nitakapokuwa na msichana huyu wa pussy hustlin ninayelipa kwa huduma,1,Twitter familia Ninaahidi kushika ratiba yangu kwa ajili ya leo mara tu mimi kupata hii pussy hustlin msichana mimi kulipa kwa ajili ya huduma
swa_def4da49919429a5abdf4ba185f8970a,msichana mmoja mwaminifu ana thamani ya zaidi ya majembe matako mia moja,1,Msichana mmoja mwaminifu ni bora kuliko mawe mia moja.
swa_a75a497de6d12af6c18a36d34c4e7e97,sessy ni mjinga lakini ni homie halisi tofauti na gabby,1,sessy ni mpumbavu lakini ni kweli homie tofauti na gabby
swa_655bac479fbb43e1ebeb47ad5b107a3f,kondoo kama oh wale wabaguzi wa kijinsia teabaggers ambao walichagua tu wazee wawili wa kizungu,1,kondoo kama oh wale sexist chai baggers ambao kuchagua tu wawili wazee nyeupe
swa_5cd639d82f30bdc8c54d3cfce5ac1fc0,baadhi yenu nyinyi ni dumbbbb mafala,1,Baadhi yenu ni maneno dumbbbbbb
swa_9752f7ad33e72ac65990d299d40b19da,nilisimama nje kwa dakika ili kupiga simu akarudi ndani na kujitazama kwenye kioo na kumuona msomali fuck jua lil punk punda,1,Mimi kusimama nje kwa dakika ya simu nyuma na kuangalia mwenyewe katika kioo na kumwona kusoma fucking jua lil punk ass
swa_7638424dca3dd6b8a8a3da97b3c591ad,majembe matako ya majira ya joto kugeuka kuwa wake wa baridi,1,mbweha wa majira ya joto kuwa ya majira ya baridi
swa_ed866a1bef7c69b5b2d15374dea9580a,waayalandi huko california wote ni takataka nyeupe,1,Wairelandi katika California ni takataka nyeupe.
swa_ed278ba1c1abf554e19e134258b7719b,aliniambia kwamba jembe malaya wa Kenya yeye ni maalum kama mcrib huko mcdonalds,1,Aliniambia kwamba kahaba wa Kenya ni taka yeye ni maalum kama mcdonalds
swa_19a1a2889d6d2991f2d314cd181bf9d7,yeye ni mwendawazimu tu kwa kuwa kidole chake kikubwa cha miguu kinaonekana kama ndege mwenye hasira haha,1,Yeye ni tu crazy kwa sababu kidole chake kubwa inaonekana kama ndege hasira haha
swa_7c61b1df4653218f722d6b7a7204b384,yeezus alikuwa takataka ya fucking,1,Yeezus alikuwa fucking taka
swa_98fec920f29ea32dc287f1ee04894d33,wewe jembe jinga ikiwa unachukua teksi kwenda kwa kilabu,1,wewe ni addict kama wewe kuchukua teksi kwa klabu
swa_36fb6a4b83001214e5913ff40f5b5886,unasema kama wao ni toy mpya wao ni watoto wewe bubu mjinga watoto mchanganyiko nataka moja,1,Wewe kusema kama wao ni toy mpya wao ni watoto wewe stupid stupid kids kuchanganya nataka moja
swa_329e5d03a91750824714c07b5c1d2f40,wewe ni punda wa seti ya pussy haimaanishi shit kwangu,1,Wewe ni punda seti ya pussy haina maana kitu kwangu
swa_613dacc6e3397377f739ff7707594259,ukweli juu ya tatoo tatoo yeye ni mkundu asiyejichora chuchu,1,Ukweli kuhusu tatoo ni kwamba yeye ni mmoja nyekundu ambaye hachoki upinde.
swa_65cfb5330484cc225a3076ac3b18304a,enyewe safaricom ni wezi,1,Travelcom nyingine ni wezi
swa_22c869ff79c56061d3f07164af503e7c,wallah nitashusha kick hii bitch,1,Walla mimi kick bitch hii chini
swa_b9bb357235fecd271f4709f0da53e14f,mungu na drake ni takataka asante,1,Mungu na Drake ni taka asante
swa_7bb2b8376472a7aa8ea40ee72c365c78,yeah wao ni takataka swali mtu huyu alitumia h tho yake mimi ni takin mashabiki wako wote,1,Yeah wao ni swali taka guy hii kutumika h tho yake Mimi kuchukua mashabiki wako wote
swa_16dd8f3a9c46488b71bb6cc33748a75e,nicoromero muziki wa edm ni takataka hakuna kitu anaimba af na inakera,1,Nicoromero muziki wa Edm ni taka hakuna kitu kuimba af na annoys
swa_d581b7d38b75a2d2294f067de01c6f1b,pettigrew usiamini majembe matako sio waaminifu,1,Pettigrew hawaamini macho macho macho si waaminifu
swa_7accb8317e213f6ba46c9bef97a120f6,riptre sifurahishi viwambo vya bubu wajinga hao vya nomore,1,"Riptre hapendi watu hao wa kijinga, wa kijinga, wenye namba."
swa_aa8c3271276723115762dc79dc171cb1,majembe matako mengine huishi jus kupiga vilabu kila wikendi,1,Baadhi ya mbegu nyingine huishi katika vilabu kila mwisho wa juma.
swa_175ee6fe6987051b9a73d07cda3593d2,huyo ndiye mjinga bubu njookwa,1,Hiyo ni mpumbavu wa kijinga ambaye aliingia.
swa_922d8fd4e12493ae28308b285c1aa2f3,unapopitia simu ya bae amp hakuna majembe matako huko,1,Wakati wewe wito Bae amp hakuna bumps huko
swa_01d854b346a81173de155123b76b8b59,kwanini majembe matako yote yana haraka ya kuwa mama wasio na uwezo wajinga sana majembe,1,Kwa nini mifupa yote ya kisigino ni haraka sana kuwa mama wasio na uwezo wa kufanya kazi?
swa_d55555819a5c56da5ff40a3013da51fa,thingswhiteppl like kuwa pussykuchapwa,1,mambowhiteppl kama kuwa pussyprinted
swa_003ab55fdcff599605468702043652e0,kunguru huyu huko aberdeen alishinda tu kwenye kupiga picha picha na steve black kupitia,1,Hii sungura katika Aberdeen tu alishinda katika picha ya kupiga picha na Steve Black kupitia
swa_3ade3e001c57998356367bba1b6c5c21,mtu mweusi aliniuliza haya kijana mweupe je unapenda niggers,1,"Mtu mweusi aliniuliza huyu mzungu je, wewe kama weusi"
swa_36da2625aa425bda22f2077f9b1abfcd,vijana wote wanaopenda sana hii ni smag fagot,1,All vijana ambao upendo hii ni smag fagot
swa_e52ff6c622a58965ed5cd71a9fe99ce8,nah nenda kuzungumza na majembe matako ya ur kwani hautaki kutuma tena n shit,1,Mimi ni kwenda kuzungumza na pipi ur-shaped kwa sababu wewe si unataka kutuma zaidi shit.
swa_30d4edd9218486cd0d04fd9425bafd50,kuvutia ikiwa ur mtoto baba aint shit kisha angalia kwenye kioo yule bwege bubu,1,Ni ya kuvutia kama mtoto wako baba si shit basi kuangalia katika kioo guy stupid
swa_d7271d315dae4b37ab3efa2677823f0f,ray j ndiye mfano mzuri wa kile kinachotokea unapompa nigga kilema pussy,1,Ray J ni mfano mzuri wa nini hufanyika wakati wewe kutoa yake ni negro lame pussy
swa_72c2dbda4dfc543f19954f98cf8ef07d,jembe la yo litauawa,1,Yo stick itakuwa kuuawa
swa_5ece0e521369ce9f7af88f1b72b0dfbc,nyie majembe matako amkeni,1,Wewe ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale ambao ni wale
swa_40b2b58af96766134ec6ee1793e2de92,sqaudrell ni jembe yeye ni mbaya ni mjinga ni huyu yuko yule lakini umechumbiana naye tafadhali keti,1,Sqaudrell ni junkie yeye ni mbaya yeye ni idiot hii ni moja lakini wewe ni dating yake tafadhali kukaa chini
swa_20492ef26c6cf95c7bcd4e016581fe21,wanajulikana dunia mzima kungoa reli bila kutumia nyundo luolivesmatter kushinda za makabila mengine,1,Wao ni inajulikana duniani kote kwa kukata reli bila kutumia luolivesmatter nyundo kushinda wale wa makabila mengine
swa_641fc3ae06d3609f9ac6daa784586944,wapi hawa waluhya ndugu zangu ugali kila wakati,1,ambapo guys hawa daima kuweka ndugu zangu katika Galilaya
swa_7de04828e11b1a5b17c8dedd135bf34a,warudi ocha rt tweef ya mkzimmigrants washeensi warudi kwao ati qwani xaxa,1,Ocha RT tweef ya wahamiaji wanasayansi kurudi nyumbani kwao anasema Qwani xaxa
swa_71e4067857dbcfa1fb60d3ecec3e7cf4,watu wa nairobi warudi kwao bana rt machakos kuna jam allover hahaha,1,Watu wa Nairobi wanarudi nyumbani kwao.
swa_6324524831cc54bbabd5d8dcd504d3a7,wachina warudi kwao tumechoka kukimbizwa,1,Wachina wanarudi nyumbani tukochoka kufukuzwa
swa_8a04a873406ecfe2c2aaf971d1eaa3ce,warudi kwao team mafisi wanakula na kuachilia tu,1,Wao ni nyuma katika timu yao. Wao ni kula na tu kuruhusu kwenda.
swa_e000663b3f933267f0b7abd92522872b,watu wa mombasa rd warudi kwao,1,Watu wa Mombasa RD wanarudi nyumbani
swa_d57866a6965bb44d8a0e7c5db4d66180,we just need one mo goal hawa watu warudi kwao,1,Tunahitaji tu lengo moja. Watu hawa kwenda nyumbani.
swa_105bb67573e4f28b0cd9567b8b2fee0e,warudi kwao kwa miguu hawa nyauuuu poriiimara mia arsenal wanajielewaa sio hawa mbwaaa,1,"Wao kurudi nyumbani na miguu hii, hawa watoto wapya poriiimara mia silaha wao kujua wenyewe si mbwa hawa"
swa_840ac0fc185f49ba5b825467a3cf8483,warudi kwao na hio pound ikue kama ya zimbabwe,1,Watarudi nyumbani na kilo kitaongezeka kama Zimbabwe.
swa_0ada3eea05c6ef9692f0aeb039a22d99,ndio warudi huko kwao warudishe mvua,1,Watarudi nyumbani kwao na kuleta mvua.
swa_087e399505e88a8d56213f4d959924e3,hawa wasomali ndio wanafanya manunited inachapwa tu warudi kwao,1,Somalia hizi ni wale ambao kufanya manunited ni tu kwenda kuwa hit nyumbani
swa_8701bad4a3983ebfee32ccb4f1b8c235,hawa wasude pia warudi kwao wanafanya kukodi nyumba iwe bei kali,1,"Hao pia ndio wanaorudi nyumbani, na hivyo kugharimu kukodisha nyumba."
swa_24af0fcfafe12d9f064b84259af9c81d,wa bukoba ndiyo hao wamejiondoa wenyewe nchini na warudi kwao mara moja,1,Watu wa makabila ndio walioondoka nchini na kurudi nyumbani mara moja.
swa_7db0ea2c5a5457b85e490caab36a27f2,wasomali warudi kwao hakuna wasomali wa kenya au wa tz wa kenya,1,Wamasomalia hawarudi nyumbani hakuna Wasomalia kutoka Kenya au TZ kutoka Kenya
swa_ec54e6351c6e9099e42b55fe21a79c4a,wa congo warudi kwao sasa hawataki ata tu inter breed,1,Wakanongo wanarudi nyumbani sasa hawataki hata kuungana
swa_a825c11c39c423f2841b0c1de585f93b,wachinese warudi kwao,1,Wachina kurudi nyumbani
swa_d58e1d1215eb3e06862a44e14ae6ca1f,warudi kwao bana,1,kurudi kwa watoto wao
swa_15bc4f7465a9c28521dacb4ae30f819a,wakora warudi kwao,1,Wao kwenda nyumbani.
swa_2b9e97ac5f301a96f6135e545cdcddfe,wakimbizi wa congo wafukuzwa rwanda waambiwa warudi kwao wakauwawehivi rwanda ndo ambao walipokelewa na nchi,1,Wakimbizi wa Kongo wanatengwa na Rwanda na kuambiwa warudi nyumbani na kuwaua wale waliokaribishwa na nchi hiyo
swa_f656c4e946e6b98dd35e203d595dcfba,watu warudi kwao mapema mapema,1,watu kurudi nyumbani mapema
swa_a2005d5f6d9fe3c2a7a2bdb1e50b69f6,warudi kwao hawa waleemavu,1,"Wapo walio dhaifu, warudi nyumbani kwao."
swa_0decc4bba3852375e8111a9c80e3ab21,hawa ni waborana warudi kwao,1,Hao ndio watakaorudi nyumbani kwao.
swa_2716e08be39d1b8305c0bec91066984e,nazikimbiewatu warudi kwao hahahaha,1,Mimi kukimbia kutoka kwao na wao kurudi nyumbani hahaha
swa_462516b4f4beb792996c44dcd911a017,watumie bicycle warudi kwao ha ha ha,1,Watarudi nyumbani kwa baiskeli zao
swa_94a7f092c62df9ad0f5583667f712f6c,warudi kwao hao walemavu wajinga,1,Wacha waende zao wenye vilema wasio jua.
swa_b80d9f72b05d67721e8207223ce1b6c7,ts about time watu warudi kwao sasa nkt,1,T ni juu ya wakati watu kurudi nyumbani kwao sasa nk
swa_7c188ca003bcee73babf1bb176b159b6,wakina mushi warudi kwao kweli,1,wenyeji wa kijiji wanarudi nyumbani kwao
swa_50af987af24697d3706493399c570b00,watu wapande ndege warudi kwao,1,watu wanaoingia kwenye ndege ili kurudi nyumbani
swa_174a5489c15f4636aac640d44a632b5b,wame over extend stay ayo huku warudi kwao kuna peace sai wasudi tao wanaterroriziwa tao na magava like a nonsense smh,1,Wao ni zaidi ya muda mrefu kukaa ayo wakati wao kurudi nyumbani kuna amani sai waasi ni kutishwa tao na thugs kama ujinga smh
swa_7cd43f78b8a7fba02081aca547a3b936,trump alisema akiwa orezzo watu warudi kwao carson atafukuzwa na asijaribu kwenda turkana hatumtaki,1,Trump alisema kama mafunzo watu kurudi nyumbani kwao Carson itakuwa kufukuzwa na si kujaribu kwenda kwa turkana hatutaki
swa_0028a6c817c517c2b018f3318c32cf5d,hawa ni watu wa baringo wanakuja rally ya kanu kericho they so thirstythus the jerrycans warudi na maji kwao pictwittercomadwvnzyg,1,Hawa ni watu wa baringo kuja kwenye mkutano wa kanu kericho wana kiu sana hivi kwamba wa jerrycans kurudi na maji kwa ajili yao pictwittercomadwvnzyg
swa_bbe8a88a97d9b098e1e7ce9619a5998f,kila mtu adeportiwe kutoka kenya bantu warudi congo forest nilotes wakaende sudan cushites waende kwao,1,Kila mtu aliyetengwa kutoka Kenya Bantu kurudi Congo misitu nilotes kwenda Sudan Kushites kwenda nyumbani kwao
swa_93742a392fb9f5048da0117865633ecc,lmao urinyimwo chill man rt madame wa ku warudi kwao sasafuckin hoes,1,Imaao wewe ni baridi mtu Rt Madam ya kurudi yao sasa fucking sluts
swa_7500e4c3887ab86fa209c8609ba75a12,simba sports club wafunge yanga kandambili bao warudi kwao jangwani kuchunga ngamia pictwittercomsifg,1,Simba Sports Club kufunga paka wa pori na kurudi jangwani kwa kundi ngamia pictwittercomsifg
swa_a4e5abc10523f29f9f3617db4317c9fc,simba timu chapa hao ndanda warudi kwao wakachunge ngombe haahahah misemo ya watani mpirani hii,1,Timu ya simba huweka alama za kornet nyumbani na wao hupata ng'ombe
swa_25e3890e6d1c3ab04a2b4266913aa961,simple and easy like that hawataki warudi kwao,1,rahisi na rahisi kama kwamba hawataki kurudi nyumbani kwao
swa_64e6077b1fb921dd3a59f9f9f2119d0a,what the fuck was that jana awesome shit cc na watu warudi kwao sasa p,1,Nini kwa ajili ya jana kwamba shit ajabu cc na watu kurudi nyumbani kwao sasa p
swa_26dcf5b9e60f8cf488392161761819aa,yes watu hao wajinga warudi kwao heheh,1,"Ndiyo, watu hao wa kipumbavu wanapaswa kwenda nyumbani heheh"
swa_70f57cd71d8d53b4563351ec8bef1143,warudi kwao tutapotesa wakenya saidi,1,Walisema watarudi nyumbani wakati tutakapokuwa tukiwafuatilia.
swa_d4c510207b9868fb5ef7aaf7d4d8edb0,mj barter au anakula kwa sababu yuko na wanawake ambao hawawezi kupika basi lazima uondoe jembe la kutombwa pussy hilo,1,mj barter au kula kwa sababu ana wanawake ambao hawawezi kupika basi una kuondoa shallow kutoka pussy kwamba
swa_c8a89771c7c8dc04715a239565a76ee3,ya wanawake walikuwa slutsmwaka mpya wa chuo kikuu wacha majembe la kutombwa pussy matako haya yawe makubwa,1,wanawake walikuwa sluts Mwaka Mpya chuo cha acha pussy pussy pussy kuwa kubwa
swa_6f6aa9cb15ac65c95cc69d9e6d2a51bf,anaugulia sio mpumbavu mimi ni mwanamke jifunze tofauti najua nimenona inaitwa scarf bubu wa kijinga miongoni mwao,1,Mimi ni mwanamke kujifunza tofauti Najua nimeona ni kuitwa stupid stupid shal among them
swa_cbdb8462dc6724304f092f39d958b86d,wanawake wanataka aina bora ya likizo ya mtu mzuri wakati huo huo wao huwa mafala sna,1,Wanawake wanataka aina bora ya likizo mtu mzuri wakati huo huo wao kuwa snail snail
swa_bc4680b82a8dbda497909b48d5763887,wow u hoe ni neno kwa wanawake majembe la kutombwa pussy matako,1,wow u hoe ni neno kwa ajili ya wanawake sloppy ya pussy cheeks
swa_3ded3a03857d5be296d534d5c7b55477,highfromthes wanawake wengi ambao wanadai kuwa ni manjano kweli ni nyekundu rangi mama vipofu mama mimi ni wa manjano si kama kipofu huyo,1,highfromthes wanawake wengi ambao wanadai kuwa ya manjano ni kweli nyekundu rangi ya mama kipofu mimi ni kijani si kama kipofu
swa_4b45955471d55386c4ada594b1324548,niambie watchu mwendawazimu ni mwenda wazimu tu hawa wanawake,1,"Niambie wanaume wazimu ni wazimu, wanawake hawa ni wazimu tu."
swa_ca2ad36d725641849f0f56e953e8bf9e,wasichana wenye ngozi nyeusi punda asiye na kasoro,1,Wasichana wenye ngozi nyeusi kama punda asiye na kasoro
swa_6923f3abffadf09960d3cf88471f362b,ikiwa una jamaa tofauti kila wiki nyingine unaweza kuwa jembe la kutombwa js hapana yako usimsikilize wanawake hawajui kitu chochote dou,1,Kama una jamaa tofauti kila wiki unaweza kuwa idiot js si yako usisikilize wanawake hawajui chochote dou
swa_6189997fc6f802236dd66fa08e9667d0,natumai hamtakasirika wanawake ninakuita tu bitches bc sijui majina yenu moja kwa moja katt williams,1,Natumaini si kuwa wanawake wazimu Mimi ni tu kuwaita bitch Bc Sijui majina yako moja kwa moja Kat Williams
swa_0afcee67a60ddfdf0eae57d17db5c18c,Ni kama wanawake hawakuumbwa na mungu,1,Ni kana kwamba wanawake hawakuumbwa na Mungu
swa_2832f9bd1bdf5b83b4a2752a00e831af,Wanawake ni wanawake tu huwezi elewa,1,Wanawake ni wanawake tu huwezi kuelewa
swa_621d31b148c750655f74f870984f0297,benki zinaweza kufanya nini kuonyesha ushiriki na jamii ya wakubwa hire trans wanawake hawajui chochote,1,benki wanaweza kufanya nini kuonyesha ushirikiano na jamii ya watu wazima kuajiri wanawake trans hawajui chochote
swa_4e53b154a783b06c992756340d81b00d,subiri kwa nini niggas wanafika kwa fw wao ni rafiki wa zamani lakini wakati wasichana wanapiga marafiki wake wa zamani yeye ni jembe lol,1,Subiri kwa nini niggas kupata fw wao ni marafiki wa zamani lakini wakati wasichana hit marafiki wake wa zamani yeye ni junkie lol
swa_605c6d5eb2839d7b6b561d7ff46e2b1f,ninapinga ufeministi nadhani wanaume na wanawake wanapaswa kuwa sawa mjinga ambaye hajui ujinga juu ya ufeministi,1,Mimi ni dhidi ya feminism Nadhani wanaume na wanawake wanapaswa kuwa sawa mjinga ambaye hajui ujinga kuhusu feminism
swa_a23482739cb5ed198dabc942328643fc,mipira yake ashy trelairest wanawake halisi hufanya hivi na fagots halisi wacha wafanye hivyo smh,1,wake Ashy trelairest balls wanawake halisi kufanya hivyo na fags halisi waache wao kufanya hivyo smh
swa_4d1e80bb49f692811a749d1cb95ab29a,wasichana warembo oyee shida ni kuwa hamnanga matako lol,1,Beautiful wasichana oyee tatizo ni kwamba wewe si hit pipi lol
swa_1d6f2884e0371c067a2da57741e15457,shawn wanawake wote mnapenda sana nigga au ndege wa jela,1,Shawn wanawake wote wewe upendo weusi au ndege jela
swa_3f3e237d57d6c5ba160bb260bbbf5237,wasomalia warudi kwao wajenge nchi yao alaar,1,WASOMALIA kurudi nyumbani na kujenga nchi yao sasa
swa_bc658ac6e8da928732c645310761f2cc,wasonali warudi kwao westgatemallshooting,1,Warusi wanarudi nchi zao
swa_9ef2ef1cb583886b41095ab0b2f9e2ae,wasud pia warudi kwao,1,Wao pia wanarudi nyumbani.
swa_33c3abeeb06fb07c3ad9881147cc060f,wasudi wame jaa kenya sana eishhhhhh warudi kwao bana,1,Sudan walipotea sana Kenya na kurudi kwa watoto wao
swa_4997e442c510fdf06aa7c61239301a65,wachina warudi kwao,1,Wachina wanarudi nyumbani
swa_1ac1abfa16e7b1e5ac9694dbfabc1fe4,wasomali warudi tu kwao wote ni alshabab,1,Somalians tu kurudi kwao wote ni al-shabab
swa_cac3aec5280daa76a6cbd2f518d99c48,watu wajinga warudi kwao,1,Wapumbavu wanarudi nyumbani kwao
swa_97bd58504984e3e38ed9341feecc2ec5,un already pulling strings hawa watu warudi kwao,1,Un tayari kuvuta kamba watu hawa kurudi nyumbani kwao
swa_d8a07bc72f7a5f782263a43bd240b1fa,wacha walunje hao warudi kwao,1,Waache waende nyumbani
swa_6cc63869e01a651dc20382c5202a84b4,mmmm i get u hun wtu warudi kwao,1,mmmm mimi kupata wewe watu wao kwenda nyuma nyumbani kwao
swa_f35a83d5242c4ce34b3b3ba258aa2c8a,wanawake ambao wanajua kuwa ni majembe la kutombwa pussy matako kweli vifaranga baridi zaidi wahusika wote wa ngono lmao,1,wanawake ambao wanajua kwamba wao ni pussy pussy pussy pipi pipi kweli cooler pussy wote ngono wahusika lmao
swa_c1956fa93f08c5558dd6d5ed37d3653e,he he hewalemavu warudi kwao lol,1,He he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he he
swa_5a7972dc0ac040a9a6e3bb004d666925,wako vezureeee wazee wa el clasico warudi kwao tu mxm,1,Wazee wako wa El Clásico wanapaswa kurudi nyumbani kwao tu MXM
swa_adea398eaf2bf5d963eae944ac0ef390,waliambiwa warudi kwao hawawaarabu,1,Waliambiwa warudi nyumbani wala si kwa Waarabu
swa_574d4a3443a3cb4654bb8a24b8fedb3d,watu watoke nairobi warudi kwao turns off location,1,Watu kutoka Nairobi kurudi nyumbani kwao kufuta eneo
swa_845fa39cd84c1b11d834e279db7ce4d3,nani ni sifuna mundukhumundu chai moto kwao,1,Ni nani ni chai nyeusi hotdog kwa ajili yao
swa_ef0f9aa09971e2e2b3618d8343734e86,katika ulimwengu wa mitindo mijini inamaanisha kuibiwa kutoka kwa watu weusi ghetto yake kwetu na mijini kwao haha sxwgfljc,1,Katika ulimwengu wa mtindo wa mijini inamaanisha kuiba kutoka watu weusi ghetto yake kwetu na katika miji yao haha sxwgfljc
swa_a1e510f75c1f3d159e3c05b9e9ec926e,ya idadi ya wanawake wanahitaji kuacha kuwa bitch kichwa nusu vile,1,ya idadi ya wanawake wanaohitaji kuacha kuwa bitch kichwa nusu kama
swa_e0ce1155c9296f1d044f42ce7d01369e,imechomwa vipi wewe unachelewesha kumhukumu ray rice lakini akimuunga mkono chris brown ambaye ni mnyanyasaji wa wanawake hiyo ni mantiki,1,Jinsi gani wewe kuchelewesha kuhukumu Ray Rice lakini kusaidia Chris Brown ambaye ni bully ya wanawake kwamba ina maana
swa_7c31535d4a10c1543e3f31bfd4ed53e2,nashangaa ikiwa wanawake hapa nje hukaa karibu na kufikiria jinsi majembe la kutombwa pussy matako ya yall au jinsi yall alivyo mwaminifu,1,Najiuliza kama wanawake hapa kukaa karibu na kufikiri jinsi stupid pussy ni thighs ya yall au jinsi waaminifu yall ni
swa_5fcecf7107d88e478c89e74f1e5f1b15,wanawake hukasirika fast wavute majembe la kutombwa pussy matako yao,1,Wanawake kuwa hasira haraka kuvuta pussy pussy ya pussy zisizohitajika masikio yao
swa_368053920325b01477c4205a279e81b0,biggboss sijawahi kuingia kwenye twitter lakini ninapofanya hivyo mimi hupigana na bibi na niggas hata wanawake bruh,1,Biggboss mimi kamwe kwenda juu ya Twitter lakini wakati mimi kufanya mimi kupigana na mwanamke na niggas hata wanawake bruh
swa_076c4568849de7bbb4eecf921c58d62d,watu warudi kwao waache upumbavu,1,Watu wanarudi nyumbani kwao na kuacha kuwa wazimu.
swa_df0e038e4576eb05c79394bf82508c79,wanaomba na wameshika mapanga hao wakristo unafiki kiasi chake hiki ripmsando,1,Wao husali na kushikilia panga hizo.
swa_f595283137189fdf2d7de87d113feafb,washamba warudi kwao,1,wakulima wanarudi nyumbani kwao
swa_976d7516ba82958d1f20b752a5d3f2ef,mtandao duni hata line yao niliweka nyuma ya simu yangunatumia airtel,1,Internet maskini hata mstari wao mimi kuweka nyuma ya simu kutumia airtel
swa_1128be977c150302a9f30de528675ca9,sisi mbeya city si kama nyinyi wajinga,1,Sisi si kama ninyi wapumbavu.
swa_2aa899be640816f764a8389d5bffd571,ungenisaidia kujua kabla ya kuja hawa wazungu huyu mungu anaezungumzwa ndie yule wa kina babu au aliyekuja na wazungu,1,Ningependa kukusaidia kujua kabla watu weupe hawajafika Mungu huyu ndiye anayezungumziwa ni yule ambaye ni babu mkubwa au ambaye alikuja na watu weupe
swa_5fd6cbdb4336732d146530b293dec479,bitch wa ghetto zaidi es kuwa mjamzito f smh watoto masikini,1,bitch ya ghetto zaidi ni kuwa mjamzito kwa watoto maskini
swa_686a4d252a1ebf33a14816ace51eeff6,hatutazungumza juu ya washirika kwa sababu hawataki kama maskini wa ghetto zangu,1,Hatuwezi kuzungumza juu ya washirika kwa sababu hawataki kuwa kama watu maskini katika ghetto yangu.
swa_54bf4f38c2eb8438461e13761e85c754,rt msichana alitweet unaweza kuwa ghetto ikiwa unaleta chakula kutoka nje kwenye sinema,1,RT msichana tweeted unaweza kuwa ghetto kama wewe kuleta chakula kutoka nje ya sinema
swa_280552758fe3cb540c4461217df541e0,annacoman alikuwa kanuni ya shule ya msingi ya ghetto nina shaka lakini vidole vilivuka,1,Annacoman alikuwa ghetto shule ya msingi sheria mimi shaka hilo lakini vidole vilivunjika
swa_58fd09b354ef5c0579471e9e24cb6951,wachana na hao watanzania maskini waende kabisa,1,Maskini wa Tanzania na vijana wanapaswa kuondoka kabisa.
swa_900aa3c33b6fb7b9078b75a873dda482,hawa wazazi na kuwapa watoto majina ya punda wa ghetto ronkieshietta bro uko serious kwamba tipped wadogo fa mimi,1,Wazazi hawa na kuwapa watoto majina ya nyuma ya ghetto Ronkieshietta ndugu wewe ni serious kwamba tips kidogo kwa ajili yangu
swa_c14579776934265a6ba1f409052f1c41,watu warudi kwao wajinga hao wambouy,1,"Watu kurudi nyumbani kwao, hao wazimu wazimu."
swa_573e5ece31c402f6a4c246749261a1f5,wewe kumaninazako jifanye hunitambui ngoja hawa mashoga wa nairobi warudi kwao tuone venye utaishi hii mombasa vipisalama lakini,1,Wewe ni yule ambaye amekuwa kunizuia.
swa_971954fb87fd7f9a48a6eeb6525df96f,bana warudi kwao atleast rent zishuke damn s sudanese na venye wanakuja wengi hapa kenya,1,Watoto wanapaswa kurudi nyumbani kwao angalau kodi inapaswa kushuka Sudania wa kuoga na wao kuja hapa wengi wao
